0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30,30.5,31,31.5,32,32.5,33,33.5,34,34.5,35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41,41.5,42,42.5,43,43.5,44,44.5,45,45.5,46,46.5,47,47.5,48,48.5,49,49.5,50,50.5,51,51.5,52,52.5,53,53.5,54,54.5,55,55.5,56,56.5,57,57.5,58,58.5,59,59.5,60,60.5,61,61.5,62,62.5,63,63.5,64,64.5,65,65.5,66,66.5,67,67.5,68,68.5,69,69.5,70,70.5,71,71.5,72,72.5,73,73.5,74,74.5,75,75.5,76,76.5,77,77.5,78,78.5,79,79.5,80,80.5,81,81.5,82,82.5,83,83.5,84,84.5,85,85.5,86,86.5,87,87.5,88,88.5,89,89.5,90,90.5,91,91.5,92,92.5,93,93.5,94,94.5,95,95.5,96,96.5,97,97.5,98,98.5,99,99.5,100,100.5,101,101.5,102,102.5,103,103.5,104,104.5,105,105.5,106,106.5,107,107.5,108,108.5,109,109.5,110,110.5,111,111.5,112,112.5,113,113.5,114,114.5,115,115.5,116,116.5,117,117.5,118,118.5,119,119.5,120,120.5,121,121.5,122,122.5,123,123.5,124,124.5,125,125.5,126,126.5,127,127.5,128,128.5,129,129.5,130,130.5,131,131.5,132,132.5,133,133.5,134,134.5,135,135.5,136,136.5,137,137.5,138,138.5,139,139.5,140,140.5,141,141.5,142,142.5,143,143.5,144,144.5,145,145.5,146,146.5,147,147.5,148,148.5,149,149.5
94.2891,210.72480000000002,235.70499999999998,242.34699999999998,227.09699999999998,220.784,227.791,229.191,229.49099999999999,234.522,237.176,236.062,239.131,236.447,235.908,239.113,236.433,239.227,238.114,241.213,241.841,233.686,232.048,240.00099999999998,241.588,241.897,240.30599999999998,238.344,237.949,241.148,241.82600000000002,241.957,240.334,243.309,240.59,240.053,239.933,241.577,241.907,243.61700000000002,243.96800000000002,242.39,242.065,241.999,241.996,241.987,243.64600000000002,240.67000000000002,243.381,242.268,242.046,242.003,243.64,243.97699999999998,242.38400000000001,242.071,243.666,243.97899999999998,242.39100000000002,242.072,243.665,242.328,243.713,243.995,242.395,242.072,243.666,243.97899999999998,242.388,242.07,243.663,243.978,242.386,243.72,243.99599999999998,242.39,243.71699999999998,243.989,242.39,243.72,242.338,243.713,243.99099999999999,244.04500000000002,242.39499999999998,243.726,242.335,243.715,243.988,242.38799999999998,243.723,243.993,244.042,242.399,243.73,243.995,244.046,244.048,240.744,243.39299999999997,243.917,244.027,244.04500000000002,244.052,242.404,243.72699999999998,243.98899999999998,242.388,243.724,242.33100000000002,243.71,243.982,244.03500000000003,244.049,244.055,242.39999999999998,242.06799999999998,243.65699999999998,243.97699999999998,244.038,244.046,242.39499999999998,243.728,242.332,243.708,243.987,244.041,242.39600000000002,243.724,243.987,242.386,243.719,243.984,242.387,243.722,242.333,243.711,243.98000000000002,244.038,242.392,243.724,242.332,243.714,243.985,244.043,242.397,243.722,243.988,242.385,243.72199999999998,242.32999999999998,243.70499999999998,243.978,244.039,242.397,242.069,243.656,243.973,244.039,242.395,243.726,242.336,243.708,243.983,244.04000000000002,242.399,242.069,243.653,243.974,244.034,242.393,243.71800000000002,243.989,244.042,242.399,242.06900000000002,243.656,243.97500000000002,244.04,244.05700000000002,242.4,242.072,243.65699999999998,243.974,244.041,244.053,242.401,242.072,243.65800000000002,243.97699999999998,244.041,244.056,242.402,242.06799999999998,243.659,243.97899999999998,244.04000000000002,244.055,242.401,243.72699999999998,242.333,243.70999999999998,243.985,242.391,243.723,243.981,244.043,242.401,243.724,242.33499999999998,243.708,243.984,244.041,244.047,244.051,240.74599999999998,243.389,243.92000000000002,244.026,244.05,244.05700000000002,240.746,243.398,243.93,244.025,244.05,244.053,242.398,243.72,242.337,243.711,243.989,244.038,244.05200000000002,242.40300000000002,243.726,242.33100000000002,243.714,243.98700000000002,244.038,244.05,242.403,243.724,242.337,243.711,243.982,244.039,242.39600000000002,243.72,243.981,242.381,243.72,243.989,244.035,242.39600000000002,243.719,242.333,243.713,243.988,244.039,242.397,243.725,242.33499999999998,243.704,243.978,244.038,244.054,242.40300000000002,243.72699999999998,243.986,244.04399999999998,242.397,243.71800000000002,243.993,244.04500000000002,242.391,243.721,242.336,243.708,243.985,244.042,242.404,243.727,242.333,243.712,243.989,242.38400000000001,243.719,243.989,244.042,242.397,243.723,243.992,242.385,243.719,243.986,244.039,242.394,243.723
0,0,0,0,0,2.87656,17.244049999999998,6.46131,38.12043,19.935000000000002,11.655750000000001,34.91864,34.1649,35.71739,26.4279,27.491850000000003,41.7265,31.8406,44.42279,39.033,41.9144,29.4078,46.7222,50.285,44.8554,45.5539,43.8733,41.7309,46.3775,51.988,50.7554,42.1871,47.5015,40.8893,49.920100000000005,45.0606,48.858999999999995,50.589,37.3913,45.1189,46.8941,51.425700000000006,42.7398,43.1589,47.8865,34.9336,48.6773,44.965199999999996,47.4914,40.2686,38.688100000000006,45.5298,40.4919,45.203,40.8656,42.2638,35.5387,32.1827,44.192800000000005,38.6245,38.228,35.0565,34.716,33.4197,35.176100000000005,38.480500000000006,35.9024,31.9726,32.661699999999996,30.351100000000002,35.9655,31.7759,34.3864,33.2913,25.559800000000003,31.5229,31.245199999999997,35.649,29.0548,29.35,30.134,23.092399999999998,33.082499999999996,27.610300000000002,31.6518,25.7444,24.055100000000003,29.0282,25.3994,29.3455,25.8581,27.4919,22.037399999999998,21.18562,28.110500000000002,23.9955,25.7569,21.801409999999997,20.6822,22.10522,22.07258,25.4832,23.21851,20.86402,22.832230000000003,18.4133,22.19051,22.77713,20.77109,21.30735,15.22709,25.1236,16.77627,22.738059999999997,19.15382,23.0698,17.59991,15.85904,22.292099999999998,17.73659,20.98789,16.28978,18.573529999999998,19.32721,16.192,22.1571,16.522019999999998,19.70595,13.98026,19.38039,16.88703,17.59303,18.74044,18.43243,14.845859999999998,16.97229,17.555390000000003,17.91108,17.25566,16.55584,17.44713,14.86911,17.27695,18.42722,16.61045,16.27834,12.58067,20.10992,13.29697,18.71093,15.690629999999999,18.86467,14.42606,13.936779999999999,18.81548,14.96154,18.03918,13.94377,15.49032,16.77619,14.06461,19.839489999999998,14.08196,17.3617,13.3364,16.52514,15.09564,16.01288,16.92133,15.984259999999999,13.78123,16.29374,15.29937,16.60206,15.31104,15.273139999999998,15.865570000000002,13.62624,15.48931,16.20567,15.4552,14.93948,11.886330000000001,17.60539,11.75858,16.79547,13.66534,16.31432,13.45506,12.39101,15.925080000000001,13.06314,16.05013,12.29753,13.55325,14.85284,12.42838,17.72005,12.090879999999999,15.89005,11.609259999999999,14.24842,13.09655,13.936499999999999,15.251370000000001,13.57371,12.296,13.84514,13.27059,14.61818,13.26582,14.00629,13.45751,11.99463,13.7583,14.496970000000001,13.89315,13.18957,10.56917,16.01383,10.43245,15.45056,12.89167,14.972090000000001,12.32566,11.26357,14.76209,12.39617,14.69174,11.77272,12.32799,14.17653,11.42593,15.719560000000001,11.90485,14.44659,10.67682,12.94162,12.510200000000001,12.99267,13.729790000000001,12.62408,11.49513,13.181840000000001,11.77074,13.77758,12.66802,12.87891,12.22735,11.49859,12.94035,13.078689999999998,13.50168,12.43159,10.20194,14.86383,10.49151,14.710799999999999,11.88435,14.19875,11.63037,10.76827,13.44115,11.956980000000001,14.1039,11.25984,11.54728,13.696950000000001,10.97377,14.519749999999998,11.37895,13.772659999999998,10.145150000000001,12.40871,11.86612,12.6826,13.42089,12.16386,10.82808,13.014050000000001,11.48406,13.22025,12.048729999999999,12.862870000000001,11.830390000000001,11.381699999999999,12.4154,13.18464,13.09318,12.09988,9.77779,14.13681,10.055489999999999,14.336099999999998,11.66878,13.869700000000002,11.17238,10.60791,13.19658
