Time	Node	Type	Packets	
29	1	CacheHits	302
29	1	CacheMisses	197
29	2	CacheHits	41
29	2	CacheMisses	438
29	3	CacheHits	190
29	3	CacheMisses	86
29	4	CacheHits	52
29	4	CacheMisses	78
29	5	CacheHits	31
29	5	CacheMisses	345
29	6	CacheHits	2
29	6	CacheMisses	98
29	7	CacheHits	41
29	7	CacheMisses	107
29	8	CacheHits	89
29	8	CacheMisses	427
29.5	0	CacheHits	29
29.5	0	CacheMisses	30
29.5	1	CacheHits	296
29.5	1	CacheMisses	158
29.5	2	CacheHits	30
29.5	2	CacheMisses	160
29.5	3	CacheHits	271
29.5	3	CacheMisses	113
29.5	4	CacheHits	62
29.5	4	CacheMisses	120
29.5	5	CacheHits	20
29.5	5	CacheMisses	211
29.5	6	CacheHits	1
29.5	6	CacheMisses	90
29.5	7	CacheHits	57
29.5	7	CacheMisses	96
29.5	8	CacheHits	84
29.5	8	CacheMisses	309
30	0	CacheHits	36
30	0	CacheMisses	32
30	1	CacheHits	401
30	1	CacheMisses	149
30	2	CacheHits	22
30	2	CacheMisses	192
30	3	CacheHits	209
30	3	CacheMisses	143
30	4	CacheHits	51
30	4	CacheMisses	188
30	5	CacheHits	22
30	5	CacheMisses	179
30	6	CacheHits	0
30	6	CacheMisses	114
30	7	CacheHits	33
30	7	CacheMisses	199
30	8	CacheHits	120
30	8	CacheMisses	365
30.5	0	CacheHits	42
30.5	0	CacheMisses	60
30.5	1	CacheHits	226
30.5	1	CacheMisses	166
30.5	2	CacheHits	20
30.5	2	CacheMisses	176
30.5	3	CacheHits	321
30.5	3	CacheMisses	265
30.5	4	CacheHits	101
30.5	4	CacheMisses	122
30.5	5	CacheHits	21
30.5	5	CacheMisses	196
30.5	6	CacheHits	3
30.5	6	CacheMisses	122
30.5	7	CacheHits	28
30.5	7	CacheMisses	86
30.5	8	CacheHits	74
30.5	8	CacheMisses	317
31	0	CacheHits	37
31	0	CacheMisses	34
31	1	CacheHits	337
31	1	CacheMisses	139
31	2	CacheHits	32
31	2	CacheMisses	145
31	3	CacheHits	200
31	3	CacheMisses	108
31	4	CacheHits	56
31	4	CacheMisses	86
31	5	CacheHits	13
31	5	CacheMisses	169
31	6	CacheHits	3
31	6	CacheMisses	68
31	7	CacheHits	33
31	7	CacheMisses	73
31	8	CacheHits	82
31	8	CacheMisses	294
31.5	0	CacheHits	37
31.5	0	CacheMisses	47
31.5	1	CacheHits	368
31.5	1	CacheMisses	209
31.5	2	CacheHits	55
31.5	2	CacheMisses	234
31.5	3	CacheHits	246
31.5	3	CacheMisses	52
31.5	4	CacheHits	34
31.5	4	CacheMisses	72
31.5	5	CacheHits	14
31.5	5	CacheMisses	166
31.5	6	CacheHits	2
31.5	6	CacheMisses	80
31.5	7	CacheHits	54
31.5	7	CacheMisses	128
31.5	8	CacheHits	81
31.5	8	CacheMisses	322
32	0	CacheHits	39
32	0	CacheMisses	46
32	1	CacheHits	242
32	1	CacheMisses	141
32	2	CacheHits	29
32	2	CacheMisses	161
32	3	CacheHits	289
32	3	CacheMisses	117
32	4	CacheHits	66
32	4	CacheMisses	77
32	5	CacheHits	17
32	5	CacheMisses	166
32	6	CacheHits	0
32	6	CacheMisses	81
32	7	CacheHits	37
32	7	CacheMisses	116
32	8	CacheHits	115
32	8	CacheMisses	301
32.5	0	CacheHits	30
32.5	0	CacheMisses	38
32.5	1	CacheHits	411
32.5	1	CacheMisses	120
32.5	2	CacheHits	42
32.5	2	CacheMisses	127
32.5	3	CacheHits	222
32.5	3	CacheMisses	85
32.5	4	CacheHits	66
32.5	4	CacheMisses	61
32.5	5	CacheHits	13
32.5	5	CacheMisses	108
32.5	6	CacheHits	6
32.5	6	CacheMisses	68
32.5	7	CacheHits	42
32.5	7	CacheMisses	89
32.5	8	CacheHits	101
32.5	8	CacheMisses	233
33	0	CacheHits	32
33	0	CacheMisses	38
33	1	CacheHits	281
33	1	CacheMisses	147
33	2	CacheHits	39
33	2	CacheMisses	138
33	3	CacheHits	279
33	3	CacheMisses	75
33	4	CacheHits	52
33	4	CacheMisses	98
33	5	CacheHits	10
33	5	CacheMisses	138
33	6	CacheHits	4
33	6	CacheMisses	146
33	7	CacheHits	47
33	7	CacheMisses	82
33	8	CacheHits	80
33	8	CacheMisses	282
33.5	0	CacheHits	45
33.5	0	CacheMisses	51
33.5	1	CacheHits	388
33.5	1	CacheMisses	113
33.5	2	CacheHits	29
33.5	2	CacheMisses	157
33.5	3	CacheHits	220
33.5	3	CacheMisses	165
33.5	4	CacheHits	44
33.5	4	CacheMisses	120
33.5	5	CacheHits	32
33.5	5	CacheMisses	138
33.5	6	CacheHits	4
33.5	6	CacheMisses	70
33.5	7	CacheHits	37
33.5	7	CacheMisses	83
33.5	8	CacheHits	107
33.5	8	CacheMisses	237
34	0	CacheHits	31
34	0	CacheMisses	37
34	1	CacheHits	307
34	1	CacheMisses	98
34	2	CacheHits	27
34	2	CacheMisses	99
34	3	CacheHits	309
34	3	CacheMisses	118
34	4	CacheHits	71
34	4	CacheMisses	92
34	5	CacheHits	16
34	5	CacheMisses	136
34	6	CacheHits	3
34	6	CacheMisses	119
34	7	CacheHits	35
34	7	CacheMisses	172
34	8	CacheHits	95
34	8	CacheMisses	357
34.5	0	CacheHits	30
34.5	0	CacheMisses	30
34.5	1	CacheHits	319
34.5	1	CacheMisses	117
34.5	2	CacheHits	32
34.5	2	CacheMisses	109
34.5	3	CacheHits	285
34.5	3	CacheMisses	133
34.5	4	CacheHits	96
34.5	4	CacheMisses	108
34.5	5	CacheHits	13
34.5	5	CacheMisses	183
34.5	6	CacheHits	4
34.5	6	CacheMisses	109
34.5	7	CacheHits	46
34.5	7	CacheMisses	126
34.5	8	CacheHits	98
34.5	8	CacheMisses	320
35	0	CacheHits	38
35	0	CacheMisses	52
35	1	CacheHits	317
35	1	CacheMisses	207
35	2	CacheHits	59
35	2	CacheMisses	214
35	3	CacheHits	255
35	3	CacheMisses	93
35	4	CacheHits	85
35	4	CacheMisses	168
35	5	CacheHits	19
35	5	CacheMisses	300
35	6	CacheHits	2
35	6	CacheMisses	51
35	7	CacheHits	34
35	7	CacheMisses	55
35	8	CacheHits	124
35	8	CacheMisses	360
35.5	0	CacheHits	28
35.5	0	CacheMisses	41
35.5	1	CacheHits	254
35.5	1	CacheMisses	150
35.5	2	CacheHits	32
35.5	2	CacheMisses	124
35.5	3	CacheHits	364
35.5	3	CacheMisses	170
35.5	4	CacheHits	91
35.5	4	CacheMisses	120
35.5	5	CacheHits	16
35.5	5	CacheMisses	200
35.5	6	CacheHits	3
35.5	6	CacheMisses	86
35.5	7	CacheHits	42
35.5	7	CacheMisses	79
35.5	8	CacheHits	81
35.5	8	CacheMisses	349
36	0	CacheHits	23
36	0	CacheMisses	45
36	1	CacheHits	413
36	1	CacheMisses	202
36	2	CacheHits	36
36	2	CacheMisses	362
36	3	CacheHits	283
36	3	CacheMisses	54
36	4	CacheHits	58
36	4	CacheMisses	92
36	5	CacheHits	16
36	5	CacheMisses	139
36	6	CacheHits	1
36	6	CacheMisses	127
36	7	CacheHits	40
36	7	CacheMisses	217
36	8	CacheHits	175
36	8	CacheMisses	280
36.5	0	CacheHits	28
36.5	0	CacheMisses	59
36.5	1	CacheHits	252
36.5	1	CacheMisses	132
36.5	2	CacheHits	25
36.5	2	CacheMisses	157
36.5	3	CacheHits	343
36.5	3	CacheMisses	130
36.5	4	CacheHits	84
36.5	4	CacheMisses	99
36.5	5	CacheHits	13
36.5	5	CacheMisses	156
36.5	6	CacheHits	0
36.5	6	CacheMisses	58
36.5	7	CacheHits	17
36.5	7	CacheMisses	91
36.5	8	CacheHits	95
36.5	8	CacheMisses	257
37	0	CacheHits	34
37	0	CacheMisses	28
37	1	CacheHits	314
37	1	CacheMisses	96
37	2	CacheHits	19
37	2	CacheMisses	114
37	3	CacheHits	284
37	3	CacheMisses	44
37	4	CacheHits	54
37	4	CacheMisses	60
37	5	CacheHits	10
37	5	CacheMisses	111
37	6	CacheHits	1
37	6	CacheMisses	130
37	7	CacheHits	14
37	7	CacheMisses	176
37	8	CacheHits	135
37	8	CacheMisses	302
37.5	0	CacheHits	37
37.5	0	CacheMisses	47
37.5	1	CacheHits	339
37.5	1	CacheMisses	91
37.5	2	CacheHits	25
37.5	2	CacheMisses	150
37.5	3	CacheHits	325
37.5	3	CacheMisses	38
37.5	4	CacheHits	46
37.5	4	CacheMisses	56
37.5	5	CacheHits	9
37.5	5	CacheMisses	166
37.5	6	CacheHits	0
37.5	6	CacheMisses	91
37.5	7	CacheHits	17
37.5	7	CacheMisses	72
37.5	8	CacheHits	107
37.5	8	CacheMisses	290
38	0	CacheHits	41
38	0	CacheMisses	43
38	1	CacheHits	225
38	1	CacheMisses	126
38	2	CacheHits	27
38	2	CacheMisses	138
38	3	CacheHits	333
38	3	CacheMisses	172
38	4	CacheHits	93
38	4	CacheMisses	117
38	5	CacheHits	25
38	5	CacheMisses	221
38	6	CacheHits	0
38	6	CacheMisses	87
38	7	CacheHits	18
38	7	CacheMisses	85
38	8	CacheHits	98
38	8	CacheMisses	336
38.5	0	CacheHits	33
38.5	0	CacheMisses	39
38.5	1	CacheHits	428
38.5	1	CacheMisses	168
38.5	2	CacheHits	48
38.5	2	CacheMisses	181
38.5	3	CacheHits	262
38.5	3	CacheMisses	48
38.5	4	CacheHits	55
38.5	4	CacheMisses	68
38.5	5	CacheHits	9
38.5	5	CacheMisses	166
38.5	6	CacheHits	2
38.5	6	CacheMisses	76
38.5	7	CacheHits	24
38.5	7	CacheMisses	85
38.5	8	CacheHits	87
38.5	8	CacheMisses	278
39	0	CacheHits	40
39	0	CacheMisses	36
39	1	CacheHits	255
39	1	CacheMisses	144
39	2	CacheHits	27
39	2	CacheMisses	157
39	3	CacheHits	427
39	3	CacheMisses	107
39	4	CacheHits	69
39	4	CacheMisses	65
39	5	CacheHits	16
39	5	CacheMisses	165
39	6	CacheHits	6
39	6	CacheMisses	77
39	7	CacheHits	14
39	7	CacheMisses	107
39	8	CacheHits	112
39	8	CacheMisses	282
39.5	0	CacheHits	29
39.5	0	CacheMisses	55
39.5	1	CacheHits	341
39.5	1	CacheMisses	110
39.5	2	CacheHits	29
39.5	2	CacheMisses	137
39.5	3	CacheHits	274
39.5	3	CacheMisses	128
39.5	4	CacheHits	111
39.5	4	CacheMisses	159
39.5	5	CacheHits	21
39.5	5	CacheMisses	253
39.5	6	CacheHits	11
39.5	6	CacheMisses	65
39.5	7	CacheHits	21
39.5	7	CacheMisses	84
39.5	8	CacheHits	63
39.5	8	CacheMisses	333
40	0	CacheHits	30
40	0	CacheMisses	38
40	1	CacheHits	288
40	1	CacheMisses	133
40	2	CacheHits	54
40	2	CacheMisses	183
40	3	CacheHits	305
40	3	CacheMisses	113
40	4	CacheHits	86
40	4	CacheMisses	94
40	5	CacheHits	21
40	5	CacheMisses	159
40	6	CacheHits	13
40	6	CacheMisses	96
40	7	CacheHits	12
40	7	CacheMisses	96
40	8	CacheHits	65
40	8	CacheMisses	261
40.5	0	CacheHits	23
40.5	0	CacheMisses	40
40.5	1	CacheHits	296
40.5	1	CacheMisses	134
40.5	2	CacheHits	47
40.5	2	CacheMisses	181
40.5	3	CacheHits	373
40.5	3	CacheMisses	187
40.5	4	CacheHits	116
40.5	4	CacheMisses	139
40.5	5	CacheHits	21
40.5	5	CacheMisses	160
40.5	6	CacheHits	8
40.5	6	CacheMisses	99
40.5	7	CacheHits	11
40.5	7	CacheMisses	159
40.5	8	CacheHits	94
40.5	8	CacheMisses	334
41	0	CacheHits	53
41	0	CacheMisses	43
41	1	CacheHits	335
41	1	CacheMisses	115
41	2	CacheHits	46
41	2	CacheMisses	277
41	3	CacheHits	307
41	3	CacheMisses	113
41	4	CacheHits	104
41	4	CacheMisses	101
41	5	CacheHits	18
41	5	CacheMisses	260
41	6	CacheHits	2
41	6	CacheMisses	107
41	7	CacheHits	25
41	7	CacheMisses	126
41	8	CacheHits	86
41	8	CacheMisses	428
41.5	0	CacheHits	39
41.5	0	CacheMisses	36
41.5	1	CacheHits	279
41.5	1	CacheMisses	109
41.5	2	CacheHits	30
41.5	2	CacheMisses	108
41.5	3	CacheHits	417
41.5	3	CacheMisses	69
41.5	4	CacheHits	98
41.5	4	CacheMisses	77
41.5	5	CacheHits	6
41.5	5	CacheMisses	138
41.5	6	CacheHits	8
41.5	6	CacheMisses	142
41.5	7	CacheHits	22
41.5	7	CacheMisses	205
41.5	8	CacheHits	91
41.5	8	CacheMisses	405
42	0	CacheHits	29
42	0	CacheMisses	55
42	1	CacheHits	418
42	1	CacheMisses	117
42	2	CacheHits	25
42	2	CacheMisses	191
42	3	CacheHits	274
42	3	CacheMisses	72
42	4	CacheHits	95
42	4	CacheMisses	153
42	5	CacheHits	14
42	5	CacheMisses	174
42	6	CacheHits	13
42	6	CacheMisses	91
42	7	CacheHits	21
42	7	CacheMisses	107
42	8	CacheHits	71
42	8	CacheMisses	312
42.5	0	CacheHits	42
42.5	0	CacheMisses	60
42.5	1	CacheHits	229
42.5	1	CacheMisses	145
42.5	2	CacheHits	36
42.5	2	CacheMisses	160
42.5	3	CacheHits	361
42.5	3	CacheMisses	199
42.5	4	CacheHits	98
42.5	4	CacheMisses	120
42.5	5	CacheHits	16
42.5	5	CacheMisses	236
42.5	6	CacheHits	16
42.5	6	CacheMisses	89
42.5	7	CacheHits	11
42.5	7	CacheMisses	100
42.5	8	CacheHits	104
42.5	8	CacheMisses	336
43	0	CacheHits	24
43	0	CacheMisses	41
43	1	CacheHits	340
43	1	CacheMisses	122
43	2	CacheHits	34
43	2	CacheMisses	172
43	3	CacheHits	364
43	3	CacheMisses	100
43	4	CacheHits	107
43	4	CacheMisses	116
43	5	CacheHits	12
43	5	CacheMisses	186
43	6	CacheHits	6
43	6	CacheMisses	132
43	7	CacheHits	21
43	7	CacheMisses	138
43	8	CacheHits	116
43	8	CacheMisses	320
43.5	0	CacheHits	36
43.5	0	CacheMisses	27
43.5	1	CacheHits	367
43.5	1	CacheMisses	137
43.5	2	CacheHits	42
43.5	2	CacheMisses	228
43.5	3	CacheHits	303
43.5	3	CacheMisses	79
43.5	4	CacheHits	75
43.5	4	CacheMisses	67
43.5	5	CacheHits	6
43.5	5	CacheMisses	147
43.5	6	CacheHits	12
43.5	6	CacheMisses	95
43.5	7	CacheHits	18
43.5	7	CacheMisses	89
43.5	8	CacheHits	97
43.5	8	CacheMisses	237
44	0	CacheHits	38
44	0	CacheMisses	55
44	1	CacheHits	270
44	1	CacheMisses	82
44	2	CacheHits	30
44	2	CacheMisses	136
44	3	CacheHits	364
44	3	CacheMisses	136
44	4	CacheHits	102
44	4	CacheMisses	115
44	5	CacheHits	13
44	5	CacheMisses	199
44	6	CacheHits	22
44	6	CacheMisses	141
44	7	CacheHits	16
44	7	CacheMisses	115
44	8	CacheHits	78
44	8	CacheMisses	301
44.5	0	CacheHits	33
44.5	0	CacheMisses	41
44.5	1	CacheHits	418
44.5	1	CacheMisses	97
44.5	2	CacheHits	28
44.5	2	CacheMisses	146
44.5	3	CacheHits	291
44.5	3	CacheMisses	98
44.5	4	CacheHits	84
44.5	4	CacheMisses	71
44.5	5	CacheHits	12
44.5	5	CacheMisses	178
44.5	6	CacheHits	15
44.5	6	CacheMisses	96
44.5	7	CacheHits	19
44.5	7	CacheMisses	109
44.5	8	CacheHits	75
44.5	8	CacheMisses	337
45	0	CacheHits	27
45	0	CacheMisses	39
45	1	CacheHits	296
45	1	CacheMisses	123
45	2	CacheHits	24
45	2	CacheMisses	150
45	3	CacheHits	442
45	3	CacheMisses	203
45	4	CacheHits	75
45	4	CacheMisses	85
45	5	CacheHits	30
45	5	CacheMisses	191
45	6	CacheHits	10
45	6	CacheMisses	109
45	7	CacheHits	16
45	7	CacheMisses	88
45	8	CacheHits	69
45	8	CacheMisses	299
45.5	0	CacheHits	31
45.5	0	CacheMisses	53
45.5	1	CacheHits	417
45.5	1	CacheMisses	180
45.5	2	CacheHits	34
45.5	2	CacheMisses	151
45.5	3	CacheHits	259
45.5	3	CacheMisses	118
45.5	4	CacheHits	78
45.5	4	CacheMisses	98
45.5	5	CacheHits	17
45.5	5	CacheMisses	174
45.5	6	CacheHits	16
45.5	6	CacheMisses	67
45.5	7	CacheHits	20
45.5	7	CacheMisses	94
45.5	8	CacheHits	78
45.5	8	CacheMisses	275
46	0	CacheHits	25
46	0	CacheMisses	38
46	1	CacheHits	327
46	1	CacheMisses	79
46	2	CacheHits	39
46	2	CacheMisses	197
46	3	CacheHits	357
46	3	CacheMisses	93
46	4	CacheHits	79
46	4	CacheMisses	72
46	5	CacheHits	20
46	5	CacheMisses	162
46	6	CacheHits	14
46	6	CacheMisses	98
46	7	CacheHits	26
46	7	CacheMisses	95
46	8	CacheHits	94
46	8	CacheMisses	293
46.5	0	CacheHits	27
46.5	0	CacheMisses	45
46.5	1	CacheHits	305
46.5	1	CacheMisses	86
46.5	2	CacheHits	40
46.5	2	CacheMisses	135
46.5	3	CacheHits	388
46.5	3	CacheMisses	85
46.5	4	CacheHits	114
46.5	4	CacheMisses	61
46.5	5	CacheHits	12
46.5	5	CacheMisses	165
46.5	6	CacheHits	17
46.5	6	CacheMisses	92
46.5	7	CacheHits	19
46.5	7	CacheMisses	110
46.5	8	CacheHits	83
46.5	8	CacheMisses	286
47	0	CacheHits	34
47	0	CacheMisses	57
47	1	CacheHits	390
47	1	CacheMisses	92
47	2	CacheHits	35
47	2	CacheMisses	163
47	3	CacheHits	275
47	3	CacheMisses	184
47	4	CacheHits	114
47	4	CacheMisses	160
47	5	CacheHits	23
47	5	CacheMisses	219
47	6	CacheHits	12
47	6	CacheMisses	80
47	7	CacheHits	10
47	7	CacheMisses	86
47	8	CacheHits	86
47	8	CacheMisses	330
47.5	0	CacheHits	23
47.5	0	CacheMisses	31
47.5	1	CacheHits	292
47.5	1	CacheMisses	133
47.5	2	CacheHits	42
47.5	2	CacheMisses	174
47.5	3	CacheHits	406
47.5	3	CacheMisses	129
47.5	4	CacheHits	118
47.5	4	CacheMisses	78
47.5	5	CacheHits	26
47.5	5	CacheMisses	166
47.5	6	CacheHits	15
47.5	6	CacheMisses	122
47.5	7	CacheHits	7
47.5	7	CacheMisses	126
47.5	8	CacheHits	116
47.5	8	CacheMisses	308
48	0	CacheHits	40
48	0	CacheMisses	44
48	1	CacheHits	403
48	1	CacheMisses	161
48	2	CacheHits	20
48	2	CacheMisses	391
48	3	CacheHits	298
48	3	CacheMisses	167
48	4	CacheHits	100
48	4	CacheMisses	120
48	5	CacheHits	34
48	5	CacheMisses	245
48	6	CacheHits	20
48	6	CacheMisses	110
48	7	CacheHits	18
48	7	CacheMisses	132
48	8	CacheHits	93
48	8	CacheMisses	386
48.5	0	CacheHits	45
48.5	0	CacheMisses	63
48.5	1	CacheHits	256
48.5	1	CacheMisses	93
48.5	2	CacheHits	21
48.5	2	CacheMisses	133
48.5	3	CacheHits	392
48.5	3	CacheMisses	98
48.5	4	CacheHits	110
48.5	4	CacheMisses	67
48.5	5	CacheHits	18
48.5	5	CacheMisses	166
48.5	6	CacheHits	21
48.5	6	CacheMisses	125
48.5	7	CacheHits	15
48.5	7	CacheMisses	151
48.5	8	CacheHits	71
48.5	8	CacheMisses	326
49	0	CacheHits	33
49	0	CacheMisses	51
49	1	CacheHits	340
49	1	CacheMisses	104
49	2	CacheHits	23
49	2	CacheMisses	142
49	3	CacheHits	338
49	3	CacheMisses	83
49	4	CacheHits	99
49	4	CacheMisses	75
49	5	CacheHits	6
49	5	CacheMisses	142
49	6	CacheHits	18
49	6	CacheMisses	111
49	7	CacheHits	6
49	7	CacheMisses	129
49	8	CacheHits	62
49	8	CacheMisses	308
49.5	0	CacheHits	41
49.5	0	CacheMisses	51
49.5	1	CacheHits	387
49.5	1	CacheMisses	79
49.5	2	CacheHits	32
49.5	2	CacheMisses	139
49.5	3	CacheHits	316
49.5	3	CacheMisses	156
49.5	4	CacheHits	118
49.5	4	CacheMisses	187
49.5	5	CacheHits	19
49.5	5	CacheMisses	207
49.5	6	CacheHits	26
49.5	6	CacheMisses	85
49.5	7	CacheHits	7
49.5	7	CacheMisses	78
49.5	8	CacheHits	56
49.5	8	CacheMisses	338
50	0	CacheHits	43
50	0	CacheMisses	73
50	1	CacheHits	252
50	1	CacheMisses	102
50	2	CacheHits	50
50	2	CacheMisses	104
50	3	CacheHits	391
50	3	CacheMisses	148
50	4	CacheHits	118
50	4	CacheMisses	101
50	5	CacheHits	17
50	5	CacheMisses	182
50	6	CacheHits	16
50	6	CacheMisses	125
50	7	CacheHits	11
50	7	CacheMisses	112
50	8	CacheHits	88
50	8	CacheMisses	307
50.5	0	CacheHits	29
50.5	0	CacheMisses	30
50.5	1	CacheHits	387
50.5	1	CacheMisses	115
50.5	2	CacheHits	67
50.5	2	CacheMisses	189
50.5	3	CacheHits	296
50.5	3	CacheMisses	97
50.5	4	CacheHits	114
50.5	4	CacheMisses	82
50.5	5	CacheHits	16
50.5	5	CacheMisses	227
50.5	6	CacheHits	20
50.5	6	CacheMisses	96
50.5	7	CacheHits	9
50.5	7	CacheMisses	102
50.5	8	CacheHits	102
50.5	8	CacheMisses	357
51	0	CacheHits	27
51	0	CacheMisses	49
51	1	CacheHits	300
51	1	CacheMisses	88
51	2	CacheHits	27
51	2	CacheMisses	164
51	3	CacheHits	399
51	3	CacheMisses	139
51	4	CacheHits	127
51	4	CacheMisses	95
51	5	CacheHits	13
51	5	CacheMisses	141
51	6	CacheHits	15
51	6	CacheMisses	110
51	7	CacheHits	7
51	7	CacheMisses	100
51	8	CacheHits	106
51	8	CacheMisses	270
51.5	0	CacheHits	39
51.5	0	CacheMisses	50
51.5	1	CacheHits	339
51.5	1	CacheMisses	72
51.5	2	CacheHits	46
51.5	2	CacheMisses	172
51.5	3	CacheHits	322
51.5	3	CacheMisses	102
51.5	4	CacheHits	122
51.5	4	CacheMisses	67
51.5	5	CacheHits	17
51.5	5	CacheMisses	154
51.5	6	CacheHits	25
51.5	6	CacheMisses	125
51.5	7	CacheHits	0
51.5	7	CacheMisses	124
51.5	8	CacheHits	77
51.5	8	CacheMisses	359
52	0	CacheHits	30
52	0	CacheMisses	31
52	1	CacheHits	344
52	1	CacheMisses	67
52	2	CacheHits	27
52	2	CacheMisses	128
52	3	CacheHits	335
52	3	CacheMisses	178
52	4	CacheHits	95
52	4	CacheMisses	88
52	5	CacheHits	13
52	5	CacheMisses	100
52	6	CacheHits	13
52	6	CacheMisses	94
52	7	CacheHits	3
52	7	CacheMisses	100
52	8	CacheHits	88
52	8	CacheMisses	254
52.5	0	CacheHits	45
52.5	0	CacheMisses	62
52.5	1	CacheHits	293
52.5	1	CacheMisses	101
52.5	2	CacheHits	49
52.5	2	CacheMisses	233
52.5	3	CacheHits	360
52.5	3	CacheMisses	86
52.5	4	CacheHits	128
52.5	4	CacheMisses	56
52.5	5	CacheHits	29
52.5	5	CacheMisses	152
52.5	6	CacheHits	32
52.5	6	CacheMisses	112
52.5	7	CacheHits	13
52.5	7	CacheMisses	100
52.5	8	CacheHits	68
52.5	8	CacheMisses	319
53	0	CacheHits	31
53	0	CacheMisses	53
53	1	CacheHits	393
53	1	CacheMisses	127
53	2	CacheHits	24
53	2	CacheMisses	204
53	3	CacheHits	288
53	3	CacheMisses	82
53	4	CacheHits	117
53	4	CacheMisses	70
53	5	CacheHits	7
53	5	CacheMisses	183
53	6	CacheHits	16
53	6	CacheMisses	60
53	7	CacheHits	11
53	7	CacheMisses	81
53	8	CacheHits	67
53	8	CacheMisses	306
53.5	0	CacheHits	21
53.5	0	CacheMisses	51
53.5	1	CacheHits	301
53.5	1	CacheMisses	75
53.5	2	CacheHits	37
53.5	2	CacheMisses	137
53.5	3	CacheHits	403
53.5	3	CacheMisses	148
53.5	4	CacheHits	151
53.5	4	CacheMisses	90
53.5	5	CacheHits	15
53.5	5	CacheMisses	211
53.5	6	CacheHits	17
53.5	6	CacheMisses	77
53.5	7	CacheHits	6
53.5	7	CacheMisses	101
53.5	8	CacheHits	75
53.5	8	CacheMisses	349
54	0	CacheHits	33
54	0	CacheMisses	58
54	1	CacheHits	379
54	1	CacheMisses	95
54	2	CacheHits	40
54	2	CacheMisses	181
54	3	CacheHits	290
54	3	CacheMisses	127
54	4	CacheHits	96
54	4	CacheMisses	120
54	5	CacheHits	19
54	5	CacheMisses	193
54	6	CacheHits	22
54	6	CacheMisses	80
54	7	CacheHits	12
54	7	CacheMisses	78
54	8	CacheHits	67
54	8	CacheMisses	302
54.5	0	CacheHits	38
54.5	0	CacheMisses	32
54.5	1	CacheHits	290
54.5	1	CacheMisses	68
54.5	2	CacheHits	36
54.5	2	CacheMisses	153
54.5	3	CacheHits	369
54.5	3	CacheMisses	92
54.5	4	CacheHits	124
54.5	4	CacheMisses	67
54.5	5	CacheHits	25
54.5	5	CacheMisses	170
54.5	6	CacheHits	11
54.5	6	CacheMisses	114
54.5	7	CacheHits	5
54.5	7	CacheMisses	107
54.5	8	CacheHits	67
54.5	8	CacheMisses	352
55	0	CacheHits	30
55	0	CacheMisses	43
55	1	CacheHits	333
55	1	CacheMisses	89
55	2	CacheHits	15
55	2	CacheMisses	175
55	3	CacheHits	355
55	3	CacheMisses	69
55	4	CacheHits	127
55	4	CacheMisses	61
55	5	CacheHits	14
55	5	CacheMisses	135
55	6	CacheHits	18
55	6	CacheMisses	93
55	7	CacheHits	13
55	7	CacheMisses	124
55	8	CacheHits	66
55	8	CacheMisses	328
55.5	0	CacheHits	42
55.5	0	CacheMisses	60
55.5	1	CacheHits	338
55.5	1	CacheMisses	57
55.5	2	CacheHits	24
55.5	2	CacheMisses	119
55.5	3	CacheHits	279
55.5	3	CacheMisses	118
55.5	4	CacheHits	127
55.5	4	CacheMisses	82
55.5	5	CacheHits	12
55.5	5	CacheMisses	75
55.5	6	CacheHits	27
55.5	6	CacheMisses	77
55.5	7	CacheHits	9
55.5	7	CacheMisses	70
55.5	8	CacheHits	56
55.5	8	CacheMisses	258
56	0	CacheHits	37
56	0	CacheMisses	48
56	1	CacheHits	299
56	1	CacheMisses	105
56	2	CacheHits	45
56	2	CacheMisses	149
56	3	CacheHits	408
56	3	CacheMisses	99
56	4	CacheHits	143
56	4	CacheMisses	48
56	5	CacheHits	20
56	5	CacheMisses	117
56	6	CacheHits	15
56	6	CacheMisses	48
56	7	CacheHits	0
56	7	CacheMisses	80
56	8	CacheHits	85
56	8	CacheMisses	284
56.5	0	CacheHits	33
56.5	0	CacheMisses	44
56.5	1	CacheHits	338
56.5	1	CacheMisses	58
56.5	2	CacheHits	58
56.5	2	CacheMisses	85
56.5	3	CacheHits	290
56.5	3	CacheMisses	118
56.5	4	CacheHits	97
56.5	4	CacheMisses	154
56.5	5	CacheHits	16
56.5	5	CacheMisses	125
56.5	6	CacheHits	13
56.5	6	CacheMisses	61
56.5	7	CacheHits	8
56.5	7	CacheMisses	54
56.5	8	CacheHits	51
56.5	8	CacheMisses	290
57	0	CacheHits	41
57	0	CacheMisses	57
57	1	CacheHits	277
57	1	CacheMisses	68
57	2	CacheHits	42
57	2	CacheMisses	95
57	3	CacheHits	377
57	3	CacheMisses	165
57	4	CacheHits	160
57	4	CacheMisses	112
57	5	CacheHits	16
57	5	CacheMisses	137
57	6	CacheHits	30
57	6	CacheMisses	60
57	7	CacheHits	17
57	7	CacheMisses	86
57	8	CacheHits	57
57	8	CacheMisses	369
57.5	0	CacheHits	26
57.5	0	CacheMisses	42
57.5	1	CacheHits	310
57.5	1	CacheMisses	58
57.5	2	CacheHits	36
57.5	2	CacheMisses	137
57.5	3	CacheHits	305
57.5	3	CacheMisses	113
57.5	4	CacheHits	127
57.5	4	CacheMisses	99
57.5	5	CacheHits	15
57.5	5	CacheMisses	109
