Time	Node	Type	Packets	
29	2	CacheHits	2
29	2	CacheMisses	253
29	3	CacheHits	616
29	3	CacheMisses	135
29	4	CacheHits	234
29	4	CacheMisses	102
29	5	CacheHits	98
29	5	CacheMisses	109
29	6	CacheHits	3
29	6	CacheMisses	51
29	7	CacheHits	24
29	7	CacheMisses	84
29	8	CacheHits	213
29	8	CacheMisses	279
29.5	0	CacheHits	32
29.5	0	CacheMisses	32
29.5	1	CacheHits	653
29.5	1	CacheMisses	135
29.5	2	CacheHits	8
29.5	2	CacheMisses	169
29.5	3	CacheHits	640
29.5	3	CacheMisses	179
29.5	4	CacheHits	249
29.5	4	CacheMisses	136
29.5	5	CacheHits	95
29.5	5	CacheMisses	159
29.5	6	CacheHits	2
29.5	6	CacheMisses	44
29.5	7	CacheHits	26
29.5	7	CacheMisses	79
29.5	8	CacheHits	176
29.5	8	CacheMisses	342
30	0	CacheHits	35
30	0	CacheMisses	28
30	1	CacheHits	638
30	1	CacheMisses	51
30	2	CacheHits	7
30	2	CacheMisses	110
30	3	CacheHits	630
30	3	CacheMisses	221
30	4	CacheHits	240
30	4	CacheMisses	177
30	5	CacheHits	90
30	5	CacheMisses	150
30	6	CacheHits	7
30	6	CacheMisses	77
30	7	CacheHits	29
30	7	CacheMisses	95
30	8	CacheHits	166
30	8	CacheMisses	341
30.5	0	CacheHits	41
30.5	0	CacheMisses	52
30.5	1	CacheHits	677
30.5	1	CacheMisses	130
30.5	2	CacheHits	3
30.5	2	CacheMisses	146
30.5	3	CacheHits	638
30.5	3	CacheMisses	252
30.5	4	CacheHits	239
30.5	4	CacheMisses	198
30.5	5	CacheHits	89
30.5	5	CacheMisses	200
30.5	6	CacheHits	7
30.5	6	CacheMisses	59
30.5	7	CacheHits	25
30.5	7	CacheMisses	81
30.5	8	CacheHits	167
30.5	8	CacheMisses	353
31	0	CacheHits	22
31	0	CacheMisses	31
31	1	CacheHits	687
31	1	CacheMisses	39
31	2	CacheHits	1
31	2	CacheMisses	77
31	3	CacheHits	659
31	3	CacheMisses	95
31	4	CacheHits	223
31	4	CacheMisses	101
31	5	CacheHits	73
31	5	CacheMisses	102
31	6	CacheHits	16
31	6	CacheMisses	62
31	7	CacheHits	23
31	7	CacheMisses	64
31	8	CacheHits	172
31	8	CacheMisses	319
31.5	0	CacheHits	28
31.5	0	CacheMisses	26
31.5	1	CacheHits	683
31.5	1	CacheMisses	147
31.5	2	CacheHits	6
31.5	2	CacheMisses	174
31.5	3	CacheHits	650
31.5	3	CacheMisses	165
31.5	4	CacheHits	202
31.5	4	CacheMisses	128
31.5	5	CacheHits	88
31.5	5	CacheMisses	147
31.5	6	CacheHits	5
31.5	6	CacheMisses	66
31.5	7	CacheHits	33
31.5	7	CacheMisses	83
31.5	8	CacheHits	160
31.5	8	CacheMisses	320
32	0	CacheHits	43
32	0	CacheMisses	52
32	1	CacheHits	725
32	1	CacheMisses	111
32	2	CacheHits	0
32	2	CacheMisses	151
32	3	CacheHits	638
32	3	CacheMisses	83
32	4	CacheHits	213
32	4	CacheMisses	87
32	5	CacheHits	78
32	5	CacheMisses	120
32	6	CacheHits	10
32	6	CacheMisses	59
32	7	CacheHits	33
32	7	CacheMisses	65
32	8	CacheHits	198
32	8	CacheMisses	293
32.5	0	CacheHits	26
32.5	0	CacheMisses	28
32.5	1	CacheHits	711
32.5	1	CacheMisses	103
32.5	2	CacheHits	4
32.5	2	CacheMisses	144
32.5	3	CacheHits	673
32.5	3	CacheMisses	63
32.5	4	CacheHits	188
32.5	4	CacheMisses	84
32.5	5	CacheHits	102
32.5	5	CacheMisses	90
32.5	6	CacheHits	7
32.5	6	CacheMisses	77
32.5	7	CacheHits	39
32.5	7	CacheMisses	89
32.5	8	CacheHits	176
32.5	8	CacheMisses	320
33	0	CacheHits	25
33	0	CacheMisses	26
33	1	CacheHits	634
33	1	CacheMisses	249
33	2	CacheHits	29
33	2	CacheMisses	250
33	3	CacheHits	685
33	3	CacheMisses	87
33	4	CacheHits	202
33	4	CacheMisses	78
33	5	CacheHits	100
33	5	CacheMisses	92
33	6	CacheHits	11
33	6	CacheMisses	64
33	7	CacheHits	43
33	7	CacheMisses	150
33	8	CacheHits	178
33	8	CacheMisses	340
33.5	0	CacheHits	37
33.5	0	CacheMisses	52
33.5	1	CacheHits	695
33.5	1	CacheMisses	207
33.5	2	CacheHits	25
33.5	2	CacheMisses	241
33.5	3	CacheHits	654
33.5	3	CacheMisses	115
33.5	4	CacheHits	237
33.5	4	CacheMisses	105
33.5	5	CacheHits	111
33.5	5	CacheMisses	118
33.5	6	CacheHits	9
33.5	6	CacheMisses	56
33.5	7	CacheHits	38
33.5	7	CacheMisses	124
33.5	8	CacheHits	151
33.5	8	CacheMisses	350
34	0	CacheHits	25
34	0	CacheMisses	43
34	1	CacheHits	703
34	1	CacheMisses	100
34	2	CacheHits	24
34	2	CacheMisses	121
34	3	CacheHits	740
34	3	CacheMisses	218
34	4	CacheHits	243
34	4	CacheMisses	149
34	5	CacheHits	84
34	5	CacheMisses	128
34	6	CacheHits	8
34	6	CacheMisses	52
34	7	CacheHits	42
34	7	CacheMisses	82
34	8	CacheHits	178
34	8	CacheMisses	333
34.5	0	CacheHits	26
34.5	0	CacheMisses	28
34.5	1	CacheHits	652
34.5	1	CacheMisses	168
34.5	2	CacheHits	19
34.5	2	CacheMisses	182
34.5	3	CacheHits	703
34.5	3	CacheMisses	190
34.5	4	CacheHits	246
34.5	4	CacheMisses	135
34.5	5	CacheHits	93
34.5	5	CacheMisses	120
34.5	6	CacheHits	5
34.5	6	CacheMisses	59
34.5	7	CacheHits	33
34.5	7	CacheMisses	107
34.5	8	CacheHits	161
34.5	8	CacheMisses	351
35	0	CacheHits	45
35	0	CacheMisses	44
35	1	CacheHits	727
35	1	CacheMisses	87
35	2	CacheHits	14
35	2	CacheMisses	102
35	3	CacheHits	650
35	3	CacheMisses	183
35	4	CacheHits	265
35	4	CacheMisses	107
35	5	CacheHits	76
35	5	CacheMisses	101
35	6	CacheHits	2
35	6	CacheMisses	73
35	7	CacheHits	25
35	7	CacheMisses	96
35	8	CacheHits	200
35	8	CacheMisses	275
35.5	0	CacheHits	28
35.5	0	CacheMisses	45
35.5	1	CacheHits	712
35.5	1	CacheMisses	107
35.5	2	CacheHits	2
35.5	2	CacheMisses	133
35.5	3	CacheHits	697
35.5	3	CacheMisses	166
35.5	4	CacheHits	231
35.5	4	CacheMisses	103
35.5	5	CacheHits	90
35.5	5	CacheMisses	123
35.5	6	CacheHits	18
35.5	6	CacheMisses	62
35.5	7	CacheHits	37
35.5	7	CacheMisses	73
35.5	8	CacheHits	196
35.5	8	CacheMisses	320
36	0	CacheHits	36
36	0	CacheMisses	34
36	1	CacheHits	641
36	1	CacheMisses	87
36	2	CacheHits	0
36	2	CacheMisses	121
36	3	CacheHits	676
36	3	CacheMisses	160
36	4	CacheHits	232
36	4	CacheMisses	103
36	5	CacheHits	81
36	5	CacheMisses	106
36	6	CacheHits	14
36	6	CacheMisses	56
36	7	CacheHits	25
36	7	CacheMisses	52
36	8	CacheHits	196
36	8	CacheMisses	261
36.5	0	CacheHits	43
36.5	0	CacheMisses	50
36.5	1	CacheHits	691
36.5	1	CacheMisses	110
36.5	2	CacheHits	7
36.5	2	CacheMisses	153
36.5	3	CacheHits	674
36.5	3	CacheMisses	74
36.5	4	CacheHits	205
36.5	4	CacheMisses	77
36.5	5	CacheHits	97
36.5	5	CacheMisses	112
36.5	6	CacheHits	19
36.5	6	CacheMisses	59
36.5	7	CacheHits	43
36.5	7	CacheMisses	70
36.5	8	CacheHits	235
36.5	8	CacheMisses	240
37	0	CacheHits	32
37	0	CacheMisses	36
37	1	CacheHits	692
37	1	CacheMisses	118
37	2	CacheHits	1
37	2	CacheMisses	159
37	3	CacheHits	718
37	3	CacheMisses	57
37	4	CacheHits	228
37	4	CacheMisses	84
37	5	CacheHits	102
37	5	CacheMisses	113
37	6	CacheHits	15
37	6	CacheMisses	46
37	7	CacheHits	27
37	7	CacheMisses	71
37	8	CacheHits	264
37	8	CacheMisses	249
37.5	0	CacheHits	27
37.5	0	CacheMisses	43
37.5	1	CacheHits	682
37.5	1	CacheMisses	177
37.5	2	CacheHits	1
37.5	2	CacheMisses	205
37.5	3	CacheHits	700
37.5	3	CacheMisses	56
37.5	4	CacheHits	185
37.5	4	CacheMisses	79
37.5	5	CacheHits	112
37.5	5	CacheMisses	139
37.5	6	CacheHits	13
37.5	6	CacheMisses	58
37.5	7	CacheHits	43
37.5	7	CacheMisses	70
37.5	8	CacheHits	223
37.5	8	CacheMisses	272
38	0	CacheHits	39
38	0	CacheMisses	57
38	1	CacheHits	670
38	1	CacheMisses	141
38	2	CacheHits	0
38	2	CacheMisses	177
38	3	CacheHits	664
38	3	CacheMisses	238
38	4	CacheHits	242
38	4	CacheMisses	170
38	5	CacheHits	123
38	5	CacheMisses	139
38	6	CacheHits	13
38	6	CacheMisses	71
38	7	CacheHits	46
38	7	CacheMisses	74
38	8	CacheHits	192
38	8	CacheMisses	334
38.5	0	CacheHits	36
38.5	0	CacheMisses	30
38.5	1	CacheHits	716
38.5	1	CacheMisses	134
38.5	2	CacheHits	2
38.5	2	CacheMisses	166
38.5	3	CacheHits	721
38.5	3	CacheMisses	152
38.5	4	CacheHits	228
38.5	4	CacheMisses	147
38.5	5	CacheHits	109
38.5	5	CacheMisses	167
38.5	6	CacheHits	7
38.5	6	CacheMisses	91
38.5	7	CacheHits	40
38.5	7	CacheMisses	100
38.5	8	CacheHits	205
38.5	8	CacheMisses	358
39	0	CacheHits	35
39	0	CacheMisses	42
39	1	CacheHits	624
39	1	CacheMisses	162
39	2	CacheHits	4
39	2	CacheMisses	205
39	3	CacheHits	707
39	3	CacheMisses	140
39	4	CacheHits	225
39	4	CacheMisses	123
39	5	CacheHits	108
39	5	CacheMisses	154
39	6	CacheHits	6
39	6	CacheMisses	83
39	7	CacheHits	34
39	7	CacheMisses	75
39	8	CacheHits	191
39	8	CacheMisses	332
39.5	0	CacheHits	39
39.5	0	CacheMisses	57
39.5	1	CacheHits	669
39.5	1	CacheMisses	65
39.5	2	CacheHits	0
39.5	2	CacheMisses	96
39.5	3	CacheHits	679
39.5	3	CacheMisses	188
39.5	4	CacheHits	246
39.5	4	CacheMisses	146
39.5	5	CacheHits	76
39.5	5	CacheMisses	138
39.5	6	CacheHits	5
39.5	6	CacheMisses	65
39.5	7	CacheHits	33
39.5	7	CacheMisses	65
39.5	8	CacheHits	192
39.5	8	CacheMisses	329
40	0	CacheHits	36
40	0	CacheMisses	48
40	1	CacheHits	672
40	1	CacheMisses	77
40	2	CacheHits	1
40	2	CacheMisses	102
40	3	CacheHits	714
40	3	CacheMisses	198
40	4	CacheHits	238
40	4	CacheMisses	151
40	5	CacheHits	92
40	5	CacheMisses	113
40	6	CacheHits	6
40	6	CacheMisses	78
40	7	CacheHits	42
40	7	CacheMisses	83
40	8	CacheHits	210
40	8	CacheMisses	319
40.5	0	CacheHits	32
40.5	0	CacheMisses	41
40.5	1	CacheHits	648
40.5	1	CacheMisses	124
40.5	2	CacheHits	2
40.5	2	CacheMisses	157
40.5	3	CacheHits	722
40.5	3	CacheMisses	62
40.5	4	CacheHits	219
40.5	4	CacheMisses	116
40.5	5	CacheHits	92
40.5	5	CacheMisses	122
40.5	6	CacheHits	1
40.5	6	CacheMisses	61
40.5	7	CacheHits	52
40.5	7	CacheMisses	68
40.5	8	CacheHits	200
40.5	8	CacheMisses	261
41	0	CacheHits	35
41	0	CacheMisses	66
41	1	CacheHits	668
41	1	CacheMisses	114
41	2	CacheHits	2
41	2	CacheMisses	154
41	3	CacheHits	626
41	3	CacheMisses	67
41	4	CacheHits	244
41	4	CacheMisses	84
41	5	CacheHits	77
41	5	CacheMisses	109
41	6	CacheHits	5
41	6	CacheMisses	52
41	7	CacheHits	28
41	7	CacheMisses	76
41	8	CacheHits	225
41	8	CacheMisses	300
41.5	0	CacheHits	30
41.5	0	CacheMisses	28
41.5	1	CacheHits	685
41.5	1	CacheMisses	108
41.5	2	CacheHits	2
41.5	2	CacheMisses	164
41.5	3	CacheHits	707
41.5	3	CacheMisses	65
41.5	4	CacheHits	233
41.5	4	CacheMisses	74
41.5	5	CacheHits	105
41.5	5	CacheMisses	79
41.5	6	CacheHits	5
41.5	6	CacheMisses	62
41.5	7	CacheHits	30
41.5	7	CacheMisses	95
41.5	8	CacheHits	240
41.5	8	CacheMisses	260
42	0	CacheHits	27
42	0	CacheMisses	44
42	1	CacheHits	629
42	1	CacheMisses	160
42	2	CacheHits	1
42	2	CacheMisses	210
42	3	CacheHits	685
42	3	CacheMisses	49
42	4	CacheHits	223
42	4	CacheMisses	64
42	5	CacheHits	99
42	5	CacheMisses	108
42	6	CacheHits	4
42	6	CacheMisses	64
42	7	CacheHits	36
42	7	CacheMisses	76
42	8	CacheHits	218
42	8	CacheMisses	266
42.5	0	CacheHits	37
42.5	0	CacheMisses	45
42.5	1	CacheHits	610
42.5	1	CacheMisses	96
42.5	2	CacheHits	2
42.5	2	CacheMisses	135
42.5	3	CacheHits	701
42.5	3	CacheMisses	202
42.5	4	CacheHits	247
42.5	4	CacheMisses	202
42.5	5	CacheHits	113
42.5	5	CacheMisses	124
42.5	6	CacheHits	5
42.5	6	CacheMisses	49
42.5	7	CacheHits	30
42.5	7	CacheMisses	57
42.5	8	CacheHits	220
42.5	8	CacheMisses	277
43	0	CacheHits	26
43	0	CacheMisses	28
43	1	CacheHits	685
43	1	CacheMisses	158
43	2	CacheHits	2
43	2	CacheMisses	183
43	3	CacheHits	708
43	3	CacheMisses	100
43	4	CacheHits	244
43	4	CacheMisses	117
43	5	CacheHits	116
43	5	CacheMisses	114
43	6	CacheHits	9
43	6	CacheMisses	65
43	7	CacheHits	43
43	7	CacheMisses	60
43	8	CacheHits	206
43	8	CacheMisses	290
43.5	0	CacheHits	27
43.5	0	CacheMisses	37
43.5	1	CacheHits	633
43.5	1	CacheMisses	75
43.5	2	CacheHits	1
43.5	2	CacheMisses	111
43.5	3	CacheHits	709
43.5	3	CacheMisses	171
43.5	4	CacheHits	245
43.5	4	CacheMisses	163
43.5	5	CacheHits	81
43.5	5	CacheMisses	142
43.5	6	CacheHits	1
43.5	6	CacheMisses	69
43.5	7	CacheHits	37
43.5	7	CacheMisses	77
43.5	8	CacheHits	211
43.5	8	CacheMisses	361
44	0	CacheHits	38
44	0	CacheMisses	46
44	1	CacheHits	655
44	1	CacheMisses	74
44	2	CacheHits	1
44	2	CacheMisses	96
44	3	CacheHits	679
44	3	CacheMisses	147
44	4	CacheHits	245
44	4	CacheMisses	111
44	5	CacheHits	82
44	5	CacheMisses	79
44	6	CacheHits	10
44	6	CacheMisses	57
44	7	CacheHits	35
44	7	CacheMisses	63
44	8	CacheHits	215
44	8	CacheMisses	271
44.5	0	CacheHits	19
44.5	0	CacheMisses	40
44.5	1	CacheHits	686
44.5	1	CacheMisses	91
44.5	2	CacheHits	2
44.5	2	CacheMisses	130
44.5	3	CacheHits	679
44.5	3	CacheMisses	136
44.5	4	CacheHits	303
44.5	4	CacheMisses	114
44.5	5	CacheHits	105
44.5	5	CacheMisses	120
44.5	6	CacheHits	11
44.5	6	CacheMisses	82
44.5	7	CacheHits	39
44.5	7	CacheMisses	95
44.5	8	CacheHits	196
44.5	8	CacheMisses	338
45	0	CacheHits	21
45	0	CacheMisses	37
45	1	CacheHits	641
45	1	CacheMisses	101
45	2	CacheHits	1
45	2	CacheMisses	135
45	3	CacheHits	713
45	3	CacheMisses	91
45	4	CacheHits	212
45	4	CacheMisses	90
45	5	CacheHits	93
45	5	CacheMisses	102
45	6	CacheHits	4
45	6	CacheMisses	75
45	7	CacheHits	21
45	7	CacheMisses	77
45	8	CacheHits	190
45	8	CacheMisses	276
45.5	0	CacheHits	41
45.5	0	CacheMisses	44
45.5	1	CacheHits	661
45.5	1	CacheMisses	100
45.5	2	CacheHits	3
45.5	2	CacheMisses	138
45.5	3	CacheHits	649
45.5	3	CacheMisses	85
45.5	4	CacheHits	234
45.5	4	CacheMisses	88
45.5	5	CacheHits	80
45.5	5	CacheMisses	98
45.5	6	CacheHits	19
45.5	6	CacheMisses	63
45.5	7	CacheHits	38
45.5	7	CacheMisses	91
45.5	8	CacheHits	189
45.5	8	CacheMisses	326
46	0	CacheHits	38
46	0	CacheMisses	30
46	1	CacheHits	691
46	1	CacheMisses	86
46	2	CacheHits	2
46	2	CacheMisses	119
46	3	CacheHits	728
46	3	CacheMisses	54
46	4	CacheHits	250
46	4	CacheMisses	65
46	5	CacheHits	72
46	5	CacheMisses	89
46	6	CacheHits	6
46	6	CacheMisses	49
46	7	CacheHits	32
46	7	CacheMisses	50
46	8	CacheHits	193
46	8	CacheMisses	258
46.5	0	CacheHits	27
46.5	0	CacheMisses	37
46.5	1	CacheHits	631
46.5	1	CacheMisses	125
46.5	2	CacheHits	2
46.5	2	CacheMisses	190
46.5	3	CacheHits	681
46.5	3	CacheMisses	111
46.5	4	CacheHits	249
46.5	4	CacheMisses	91
46.5	5	CacheHits	104
46.5	5	CacheMisses	114
46.5	6	CacheHits	14
46.5	6	CacheMisses	52
46.5	7	CacheHits	37
46.5	7	CacheMisses	60
46.5	8	CacheHits	195
46.5	8	CacheMisses	280
47	0	CacheHits	40
47	0	CacheMisses	55
47	1	CacheHits	668
47	1	CacheMisses	153
47	2	CacheHits	1
47	2	CacheMisses	203
47	3	CacheHits	679
47	3	CacheMisses	174
47	4	CacheHits	270
47	4	CacheMisses	168
47	5	CacheHits	123
47	5	CacheMisses	177
47	6	CacheHits	16
47	6	CacheMisses	47
47	7	CacheHits	38
47	7	CacheMisses	75
47	8	CacheHits	183
47	8	CacheMisses	394
47.5	0	CacheHits	28
47.5	0	CacheMisses	41
47.5	1	CacheHits	716
47.5	1	CacheMisses	115
47.5	2	CacheHits	0
47.5	2	CacheMisses	146
47.5	3	CacheHits	724
47.5	3	CacheMisses	183
47.5	4	CacheHits	262
47.5	4	CacheMisses	167
47.5	5	CacheHits	108
47.5	5	CacheMisses	123
47.5	6	CacheHits	13
47.5	6	CacheMisses	64
47.5	7	CacheHits	29
47.5	7	CacheMisses	86
47.5	8	CacheHits	173
47.5	8	CacheMisses	360
48	0	CacheHits	33
48	0	CacheMisses	37
48	1	CacheHits	642
48	1	CacheMisses	70
48	2	CacheHits	0
48	2	CacheMisses	110
48	3	CacheHits	662
48	3	CacheMisses	98
48	4	CacheHits	272
48	4	CacheMisses	97
48	5	CacheHits	100
48	5	CacheMisses	99
48	6	CacheHits	21
48	6	CacheMisses	68
48	7	CacheHits	40
48	7	CacheMisses	82
48	8	CacheHits	208
48	8	CacheMisses	294
48.5	0	CacheHits	40
48.5	0	CacheMisses	44
48.5	1	CacheHits	673
48.5	1	CacheMisses	90
48.5	2	CacheHits	1
48.5	2	CacheMisses	118
48.5	3	CacheHits	649
48.5	3	CacheMisses	150
48.5	4	CacheHits	262
48.5	4	CacheMisses	133
48.5	5	CacheHits	98
48.5	5	CacheMisses	119
48.5	6	CacheHits	19
48.5	6	CacheMisses	64
48.5	7	CacheHits	28
48.5	7	CacheMisses	67
48.5	8	CacheHits	215
48.5	8	CacheMisses	285
49	0	CacheHits	15
49	0	CacheMisses	41
49	1	CacheHits	685
49	1	CacheMisses	48
49	2	CacheHits	1
49	2	CacheMisses	81
49	3	CacheHits	726
49	3	CacheMisses	108
49	4	CacheHits	264
49	4	CacheMisses	102
49	5	CacheHits	89
49	5	CacheMisses	94
49	6	CacheHits	24
49	6	CacheMisses	74
49	7	CacheHits	41
49	7	CacheMisses	66
49	8	CacheHits	213
49	8	CacheMisses	261
49.5	0	CacheHits	26
49.5	0	CacheMisses	26
49.5	1	CacheHits	655
49.5	1	CacheMisses	123
49.5	2	CacheHits	2
49.5	2	CacheMisses	149
49.5	3	CacheHits	703
49.5	3	CacheMisses	110
49.5	4	CacheHits	302
49.5	4	CacheMisses	98
49.5	5	CacheHits	88
49.5	5	CacheMisses	122
49.5	6	CacheHits	31
49.5	6	CacheMisses	61
49.5	7	CacheHits	41
49.5	7	CacheMisses	69
49.5	8	CacheHits	184
49.5	8	CacheMisses	282
50	0	CacheHits	31
50	0	CacheMisses	55
50	1	CacheHits	669
50	1	CacheMisses	77
50	2	CacheHits	4
50	2	CacheMisses	127
50	3	CacheHits	613
50	3	CacheMisses	113
50	4	CacheHits	267
50	4	CacheMisses	84
50	5	CacheHits	83
50	5	CacheMisses	93
50	6	CacheHits	35
50	6	CacheMisses	47
50	7	CacheHits	43
50	7	CacheMisses	72
50	8	CacheHits	241
50	8	CacheMisses	264
50.5	0	CacheHits	27
50.5	0	CacheMisses	33
50.5	1	CacheHits	694
50.5	1	CacheMisses	105
50.5	2	CacheHits	2
50.5	2	CacheMisses	141
50.5	3	CacheHits	732
50.5	3	CacheMisses	72
50.5	4	CacheHits	288
50.5	4	CacheMisses	72
50.5	5	CacheHits	89
50.5	5	CacheMisses	108
50.5	6	CacheHits	36
50.5	6	CacheMisses	60
50.5	7	CacheHits	41
50.5	7	CacheMisses	61
50.5	8	CacheHits	199
50.5	8	CacheMisses	284
51	0	CacheHits	30
51	0	CacheMisses	39
51	1	CacheHits	689
51	1	CacheMisses	94
51	2	CacheHits	0
51	2	CacheMisses	149
51	3	CacheHits	661
51	3	CacheMisses	156
51	4	CacheHits	287
51	4	CacheMisses	116
51	5	CacheHits	88
51	5	CacheMisses	135
51	6	CacheHits	23
51	6	CacheMisses	60
51	7	CacheHits	41
51	7	CacheMisses	81
51	8	CacheHits	217
51	8	CacheMisses	322
51.5	0	CacheHits	35
51.5	0	CacheMisses	48
51.5	1	CacheHits	642
51.5	1	CacheMisses	142
51.5	2	CacheHits	3
51.5	2	CacheMisses	200
51.5	3	CacheHits	700
51.5	3	CacheMisses	196
51.5	4	CacheHits	304
51.5	4	CacheMisses	147
51.5	5	CacheHits	131
51.5	5	CacheMisses	156
51.5	6	CacheHits	28
51.5	6	CacheMisses	53
51.5	7	CacheHits	36
51.5	7	CacheMisses	92
51.5	8	CacheHits	198
51.5	8	CacheMisses	331
52	0	CacheHits	21
52	0	CacheMisses	35
52	1	CacheHits	729
52	1	CacheMisses	108
52	2	CacheHits	2
52	2	CacheMisses	162
52	3	CacheHits	713
52	3	CacheMisses	118
52	4	CacheHits	309
52	4	CacheMisses	108
52	5	CacheHits	100
52	5	CacheMisses	121
52	6	CacheHits	31
52	6	CacheMisses	74
52	7	CacheHits	41
52	7	CacheMisses	102
52	8	CacheHits	208
52	8	CacheMisses	314
52.5	0	CacheHits	25
52.5	0	CacheMisses	32
52.5	1	CacheHits	667
52.5	1	CacheMisses	75
52.5	2	CacheHits	3
52.5	2	CacheMisses	129
52.5	3	CacheHits	711
52.5	3	CacheMisses	148
52.5	4	CacheHits	277
52.5	4	CacheMisses	134
52.5	5	CacheHits	106
52.5	5	CacheMisses	112
52.5	6	CacheHits	34
52.5	6	CacheMisses	69
52.5	7	CacheHits	38
52.5	7	CacheMisses	75
52.5	8	CacheHits	186
52.5	8	CacheMisses	316
53	0	CacheHits	32
53	0	CacheMisses	48
53	1	CacheHits	685
53	1	CacheMisses	95
53	2	CacheHits	2
53	2	CacheMisses	124
53	3	CacheHits	656
53	3	CacheMisses	146
53	4	CacheHits	340
53	4	CacheMisses	100
53	5	CacheHits	85
53	5	CacheMisses	107
53	6	CacheHits	33
53	6	CacheMisses	68
53	7	CacheHits	40
53	7	CacheMisses	84
53	8	CacheHits	184
53	8	CacheMisses	305
53.5	0	CacheHits	36
53.5	0	CacheMisses	43
53.5	1	CacheHits	681
53.5	1	CacheMisses	86
53.5	2	CacheHits	6
53.5	2	CacheMisses	112
53.5	3	CacheHits	705
53.5	3	CacheMisses	73
53.5	4	CacheHits	306
53.5	4	CacheMisses	63
53.5	5	CacheHits	81
53.5	5	CacheMisses	89
53.5	6	CacheHits	35
53.5	6	CacheMisses	78
53.5	7	CacheHits	49
53.5	7	CacheMisses	70
53.5	8	CacheHits	183
53.5	8	CacheMisses	257
54	0	CacheHits	34
54	0	CacheMisses	42
54	1	CacheHits	657
54	1	CacheMisses	71
54	2	CacheHits	0
54	2	CacheMisses	101
54	3	CacheHits	689
54	3	CacheMisses	115
54	4	CacheHits	304
54	4	CacheMisses	100
54	5	CacheHits	91
54	5	CacheMisses	101
54	6	CacheHits	27
54	6	CacheMisses	70
54	7	CacheHits	47
54	7	CacheMisses	65
54	8	CacheHits	214
54	8	CacheMisses	285
54.5	0	CacheHits	32
54.5	0	CacheMisses	56
54.5	1	CacheHits	657
54.5	1	CacheMisses	113
54.5	2	CacheHits	1
54.5	2	CacheMisses	138
54.5	3	CacheHits	630
54.5	3	CacheMisses	110
54.5	4	CacheHits	318
54.5	4	CacheMisses	77
54.5	5	CacheHits	89
54.5	5	CacheMisses	91
54.5	6	CacheHits	28
54.5	6	CacheMisses	62
54.5	7	CacheHits	39
54.5	7	CacheMisses	64
54.5	8	CacheHits	214
54.5	8	CacheMisses	247
55	0	CacheHits	28
55	0	CacheMisses	31
55	1	CacheHits	681
55	1	CacheMisses	65
55	2	CacheHits	1
55	2	CacheMisses	107
55	3	CacheHits	768
55	3	CacheMisses	91
55	4	CacheHits	275
55	4	CacheMisses	73
55	5	CacheHits	90
55	5	CacheMisses	99
55	6	CacheHits	27
55	6	CacheMisses	64
55	7	CacheHits	43
55	7	CacheMisses	77
55	8	CacheHits	206
55	8	CacheMisses	265
55.5	0	CacheHits	33
55.5	0	CacheMisses	39
55.5	1	CacheHits	662
55.5	1	CacheMisses	104
55.5	2	CacheHits	3
55.5	2	CacheMisses	122
55.5	3	CacheHits	674
55.5	3	CacheMisses	118
55.5	4	CacheHits	315
55.5	4	CacheMisses	95
55.5	5	CacheHits	84
55.5	5	CacheMisses	127
55.5	6	CacheHits	41
55.5	6	CacheMisses	56
55.5	7	CacheHits	47
55.5	7	CacheMisses	53
55.5	8	CacheHits	183
55.5	8	CacheMisses	306
56	0	CacheHits	31
56	0	CacheMisses	53
56	1	CacheHits	647
56	1	CacheMisses	99
56	2	CacheHits	11
56	2	CacheMisses	128
56	3	CacheHits	674
56	3	CacheMisses	145
56	4	CacheHits	286
56	4	CacheMisses	123
56	5	CacheHits	72
56	5	CacheMisses	140
56	6	CacheHits	39
56	6	CacheMisses	57
56	7	CacheHits	45
56	7	CacheMisses	65
56	8	CacheHits	177
56	8	CacheMisses	313
56.5	0	CacheHits	24
56.5	0	CacheMisses	35
56.5	1	CacheHits	722
56.5	1	CacheMisses	118
56.5	2	CacheHits	7
56.5	2	CacheMisses	166
56.5	3	CacheHits	720
56.5	3	CacheMisses	139
56.5	4	CacheHits	303
56.5	4	CacheMisses	127
56.5	5	CacheHits	127
56.5	5	CacheMisses	131
56.5	6	CacheHits	41
56.5	6	CacheMisses	71
56.5	7	CacheHits	33
56.5	7	CacheMisses	76
56.5	8	CacheHits	187
56.5	8	CacheMisses	338
57	0	CacheHits	26
57	0	CacheMisses	39
57	1	CacheHits	668
57	1	CacheMisses	95
57	2	CacheHits	5
57	2	CacheMisses	165
57	3	CacheHits	699
57	3	CacheMisses	133
57	4	CacheHits	292
57	4	CacheMisses	131
57	5	CacheHits	102
57	5	CacheMisses	138
57	6	CacheHits	31
57	6	CacheMisses	67
57	7	CacheHits	43
57	7	CacheMisses	81
57	8	CacheHits	198
57	8	CacheMisses	326
57.5	0	CacheHits	43
57.5	0	CacheMisses	47
57.5	1	CacheHits	662
57.5	1	CacheMisses	113
57.5	2	CacheHits	15
57.5	2	CacheMisses	126
57.5	3	CacheHits	673
57.5	3	CacheMisses	111
57.5	4	CacheHits	289
57.5	4	CacheMisses	85
57.5	5	CacheHits	74
57.5	5	CacheMisses	90
57.5	6	CacheHits	34
57.5	6	CacheMisses	54
